GEO_ID,NAME,S1903_C01_001E,S1903_C02_001E,S1903_C01_002E,S1903_C02_002E,S1903_C01_003E,S1903_C02_003E,S1903_C01_005E,S1903_C02_005E,S1903_C01_009E,S1903_C02_009E,S1903_C01_010E,S1903_C02_010E
1400000US48113001203,"Census Tract 12.03, Dallas County, Texas",559,60781,75,71250,0,-,1.6,-,65.1,26513,33.3,105313
1400000US48113001204,"Census Tract 12.04, Dallas County, Texas",657,23750,73.5,29107,0,-,0,-,89.6,22230,9.6,52303
1400000US48113001301,"Census Tract 13.01, Dallas County, Texas",1369,40260,86.4,44479,7.4,38899,0.7,-,14.9,17283,75,45074
1400000US48113001302,"Census Tract 13.02, Dallas County, Texas",1170,39844,74.6,40469,9.7,30313,0.9,-,40.9,27857,45.9,47314
1400000US48113001400,"Census Tract 14, Dallas County, Texas",1574,42303,77.6,50750,14.2,34440,1.1,8824,26.3,25183,56.9,77174
1400000US48113001502,"Census Tract 15.02, Dallas County, Texas",1297,38271,58.1,44972,21,31389,1.5,137083,46.7,34522,29.5,51667
1400000US48113001503,"Census Tract 15.03, Dallas County, Texas",1311,20308,60.5,19096,11.2,16507,7.9,15417,51.8,25867,29.1,18138
1400000US48113001504,"Census Tract 15.04, Dallas County, Texas",1274,26250,68.6,30450,11.5,27361,3.5,9537,38.6,23974,41.1,33173
1400000US48113001600,"Census Tract 16, Dallas County, Texas",1853,35781,50.3,64688,37.6,14534,4.4,150391,15.1,49432,42.7,69766
1400000US48113001701,"Census Tract 17.01, Dallas County, Texas",18,107500,100,107500,0,-,0,-,0,-,100,107500
1400000US48113001703,"Census Tract 17.03, Dallas County, Texas",1871,86083,89.4,91824,3.7,65170,6.9,49755,7.1,91042,82.3,92200
1400000US48113001704,"Census Tract 17.04, Dallas County, Texas",695,106526,84.9,105727,5.9,-,9.2,138229,2.6,110250,82.3,105698
1400000US48113001800,"Census Tract 18, Dallas County, Texas",2218,60708,86.7,59018,3.4,68706,5.1,107616,6.1,71250,83.4,59196
1400000US48113001900,"Census Tract 19, Dallas County, Texas",2231,83420,84.8,84821,3,42179,7.6,62159,15.2,83705,72.7,85737
1400000US48113002000,"Census Tract 20, Dallas County, Texas",2239,31813,64.3,29386,23.4,41114,0,-,61.8,28662,13.3,37500
1400000US48113002100,"Census Tract 21, Dallas County, Texas",539,78179,55.7,71974,23.4,96852,11.5,95556,10.8,92500,48.4,64375
1400000US48113002200,"Census Tract 22, Dallas County, Texas",1190,43500,56,56860,20.2,35000,8.7,41944,15.4,20417,47,58375
1400000US48113002400,"Census Tract 24, Dallas County, Texas",926,31585,65.2,31957,9.8,24145,0,-,76.2,31445,10,22102
1400000US48113002500,"Census Tract 25, Dallas County, Texas",1499,27440,46.4,25979,38.2,25389,0.6,-,56.8,30570,3.8,62639
1400000US48113002701,"Census Tract 27.01, Dallas County, Texas",952,10396,14.9,15515,84.3,9718,0,-,14.3,15294,1.4,-
1400000US48113002702,"Census Tract 27.02, Dallas County, Texas",684,18494,5.4,17566,92.8,18803,0,-,7.2,19476,2.6,"2,500-"
1400000US48113003101,"Census Tract 31.01, Dallas County, Texas",1522,60789,62.9,71487,12.8,36172,3.8,50227,11.4,77321,57.9,70754
1400000US48113003400,"Census Tract 34, Dallas County, Texas",627,22390,23,41818,70.7,14688,0,-,16.7,41250,11.8,40909
1400000US48113003700,"Census Tract 37, Dallas County, Texas",1351,21233,1.5,-,97.4,20662,0,-,0.8,-,1.5,-
1400000US48113003800,"Census Tract 38, Dallas County, Texas",823,18344,1.1,-,97.9,18875,0,-,1.1,-,0,-
1400000US48113003901,"Census Tract 39.01, Dallas County, Texas",702,15132,0,-,100,15132,0,-,0,-,0,-
1400000US48113003902,"Census Tract 39.02, Dallas County, Texas",754,21536,15.8,16853,78.5,22885,0,-,20.2,17069,0,-
1400000US48113004000,"Census Tract 40, Dallas County, Texas",358,22102,8.9,8333,91.1,23824,0,-,2.2,-,6.7,-
1400000US48113004100,"Census Tract 41, Dallas County, Texas",423,10814,12.5,34009,79.9,9973,0,-,20.1,32629,0,-
1400000US48113004201,"Census Tract 42.01, Dallas County, Texas",1344,41721,79.1,42015,9.3,50474,1.3,185250,41.7,35761,46.9,64500
1400000US48113004202,"Census Tract 42.02, Dallas County, Texas",898,35929,85.3,35857,6.1,32083,0,-,54.6,28125,39.3,59148
1400000US48113004300,"Census Tract 43, Dallas County, Texas",633,37225,70.6,36165,13.1,63417,0,-,73.3,29327,11.4,72857
1400000US48113004400,"Census Tract 44, Dallas County, Texas",1571,81016,95,80859,2.1,141250,0.5,-,20.2,29515,76.3,100321
1400000US48113004500,"Census Tract 45, Dallas County, Texas",1761,48278,69.2,48153,5.5,81048,0,-,69.7,45383,24.4,54539
1400000US48113004600,"Census Tract 46, Dallas County, Texas",577,54205,89.9,48229,2.3,-,0,-,24.3,56500,73.5,48542
1400000US48113004700,"Census Tract 47, Dallas County, Texas",1015,29639,81.1,29255,3.5,32500,0,-,86.5,29100,10,59375
1400000US48113004800,"Census Tract 48, Dallas County, Texas",778,28514,84.2,35966,8.1,17989,0,-,86.8,28953,5.1,67619
1400000US48113004900,"Census Tract 49, Dallas County, Texas",1185,24640,10.3,46071,79.3,23182,0,-,17.5,31750,1.2,-
1400000US48113005000,"Census Tract 50, Dallas County, Texas",1122,36890,73.4,47381,19.6,5784,0,-,67,50483,13.4,27632
1400000US48113005100,"Census Tract 51, Dallas County, Texas",741,29089,86.5,28094,4.6,"2,500-",0,-,70.7,31250,24.7,26583
1400000US48113005200,"Census Tract 52, Dallas County, Texas",1329,42011,88.1,41123,0,-,0,-,76.8,40662,21.5,49048
1400000US48113005300,"Census Tract 53, Dallas County, Texas",1938,45489,73,48219,1.5,-,0,-,76.4,40893,20.6,57604
1400000US48113005400,"Census Tract 54, Dallas County, Texas",1535,26746,29.8,23673,47,26364,0,-,42,31042,7.5,25089
1400000US48113005500,"Census Tract 55, Dallas County, Texas",1249,24548,22.7,29766,69.3,26842,0,-,29.5,21250,1.1,-
1400000US48113005600,"Census Tract 56, Dallas County, Texas",1705,26007,32.8,31555,36.8,22500,1.4,-,59.8,28375,1.1,"2,500-"
1400000US48113005700,"Census Tract 57, Dallas County, Texas",1423,23567,11.9,29667,76.4,19911,0.6,-,24.2,33040,0.6,-
1400000US48113005901,"Census Tract 59.01, Dallas County, Texas",1829,28303,6.8,31818,87.8,25512,0.5,-,10.6,50156,0,-
1400000US48113005902,"Census Tract 59.02, Dallas County, Texas",1480,27887,5.8,73333,89.9,27902,0,-,7.8,30066,1.9,90313
1400000US48113006001,"Census Tract 60.01, Dallas County, Texas",1077,31672,60,24569,25.3,45432,0,-,64.3,30890,8.7,27283
1400000US48113006002,"Census Tract 60.02, Dallas County, Texas",1458,24167,27.8,32419,59.5,19200,6.9,"2,500-",10.8,21250,23.5,37649
1400000US48113006100,"Census Tract 61, Dallas County, Texas",1513,31573,50.2,26954,39.5,34449,0.5,-,44,26124,15.9,62969
1400000US48113006200,"Census Tract 62, Dallas County, Texas",1862,39349,51.3,39219,35.1,36176,0,-,45.5,40987,19,72000
1400000US48113006301,"Census Tract 63.01, Dallas County, Texas",1659,33750,54.4,36357,20.2,35917,0,-,62.7,35518,15.1,28992
1400000US48113006302,"Census Tract 63.02, Dallas County, Texas",1308,37067,77.4,40396,3,36597,0,-,65.4,37390,27.5,30294
1400000US48113006401,"Census Tract 64.01, Dallas County, Texas",658,42097,68.2,50821,0,-,0,-,88,50453,12,9792
1400000US48113006402,"Census Tract 64.02, Dallas County, Texas",1477,32046,70.9,31010,0,-,0,-,91.3,33116,8.7,18750
1400000US48113006501,"Census Tract 65.01, Dallas County, Texas",1589,42616,59.3,43589,2.2,12188,0.4,-,87.7,42595,9.1,47902
1400000US48113006502,"Census Tract 65.02, Dallas County, Texas",936,37005,60.1,36250,2.2,67981,0,-,76.6,38068,20.4,27031
1400000US48113006700,"Census Tract 67, Dallas County, Texas",1831,34915,75.8,33799,1.6,-,0,-,88,33344,10.4,66477
1400000US48113006800,"Census Tract 68, Dallas County, Texas",1654,39798,64.1,38290,14.3,39167,1.2,-,67,40340,16.5,17255
1400000US48113006900,"Census Tract 69, Dallas County, Texas",1266,28986,61.9,33500,15.7,8098,0,-,67.2,29232,17.1,65800
1400000US48113007101,"Census Tract 71.01, Dallas County, Texas",939,105580,93.9,98654,0,-,4.6,134911,2.2,105893,91.7,98173
1400000US48113007102,"Census Tract 71.02, Dallas County, Texas",2498,50563,38.4,60179,34.1,46530,3.7,39375,20,37444,32.8,63520
1400000US48113007201,"Census Tract 72.01, Dallas County, Texas",2474,28920,26.3,27308,5.6,14450,0.2,-,88.2,29867,5.9,27955
1400000US48113007202,"Census Tract 72.02, Dallas County, Texas",2312,26357,27.4,28317,1.9,17250,1.6,-,95.2,26319,0,-
1400000US48113007301,"Census Tract 73.01, Dallas County, Texas",805,168750,98.8,170208,0,-,0,-,2.9,25288,97.1,170750
1400000US48113007302,"Census Tract 73.02, Dallas County, Texas",1611,86853,89.3,107014,2,18889,0,-,18.3,39492,78.4,133984
1400000US48113007601,"Census Tract 76.01, Dallas County, Texas",666,150625,96.5,152063,2.1,-,0,-,4.1,60972,93.8,155335
1400000US48113007604,"Census Tract 76.04, Dallas County, Texas",1156,215938,96.6,204609,0,-,3.4,"250,000+",1.8,96875,94.8,211818
1400000US48113007605,"Census Tract 76.05, Dallas County, Texas",777,108578,93.8,108491,1.4,-,1.3,"250,000+",0,-,93.8,108491
1400000US48113007700,"Census Tract 77, Dallas County, Texas",2600,80815,97.7,81332,0,-,1.3,142917,0,-,97.7,81332
1400000US48113007801,"Census Tract 78.01, Dallas County, Texas",1311,107361,97.9,106806,2.1,120313,0,-,1,-,96.9,105000
1400000US48113007804,"Census Tract 78.04, Dallas County, Texas",2541,36933,34.6,38333,56.2,32144,8.3,90353,10.1,36010,25,39673
1400000US48113007805,"Census Tract 78.05, Dallas County, Texas",1540,57000,68.3,63750,30.2,32321,0,-,9.4,36518,60.1,68606
1400000US48113007809,"Census Tract 78.09, Dallas County, Texas",1037,39099,71.3,53558,28.2,20345,0,-,14.8,13967,57.1,59167
1400000US48113007810,"Census Tract 78.10, Dallas County, Texas",1565,91544,65.1,143750,32.5,39163,1.3,52188,5.6,26642,60.2,155769
1400000US48113007811,"Census Tract 78.11, Dallas County, Texas",2491,32457,37.2,41958,56,30336,2,50764,10.6,30240,31.4,42375
1400000US48113007812,"Census Tract 78.12, Dallas County, Texas",1189,141140,93.9,140284,2.4,14766,3.2,"250,000+",5,"250,000+",88.9,134946
1400000US48113007815,"Census Tract 78.15, Dallas County, Texas",1756,22354,64,21964,25.1,17813,3.2,28667,46.9,20196,24.5,34076
1400000US48113007818,"Census Tract 78.18, Dallas County, Texas",2113,25820,60.1,24437,28.5,30156,1.3,70167,53.2,25382,16,24138
1400000US48113007819,"Census Tract 78.19, Dallas County, Texas",1439,23818,58.3,25923,24.5,20769,1.9,"2,500-",49.2,26133,23.9,26771
1400000US48113007820,"Census Tract 78.20, Dallas County, Texas",1869,27058,73.7,36109,14.5,12579,4.3,14911,51.1,24484,30.1,55287
1400000US48113007821,"Census Tract 78.21, Dallas County, Texas",1363,30156,49.2,27341,32.3,33409,8.5,29188,35.6,33967,20.3,22422
1400000US48113007822,"Census Tract 78.22, Dallas County, Texas",532,40895,72.9,41132,6,56905,5.3,-,19.7,21941,69,41066
1400000US48113007823,"Census Tract 78.23, Dallas County, Texas",384,23478,63.8,22266,15.9,26625,0,-,43.2,21859,38,27880
1400000US48113007824,"Census Tract 78.24, Dallas County, Texas",633,143482,96.5,150347,3.5,-,0,-,0,-,96.5,150347
1400000US48113007825,"Census Tract 78.25, Dallas County, Texas",2270,51528,59.6,79107,35.4,23271,1.3,189375,17.9,40577,44.8,116462
1400000US48113007826,"Census Tract 78.26, Dallas County, Texas",258,32174,39.5,54412,36.4,19936,0,-,28.3,55099,39.5,54412
1400000US48113007827,"Census Tract 78.27, Dallas County, Texas",1347,43220,43.1,48708,53.7,40508,1.3,44545,9.8,44545,33.3,53750
1400000US48113007902,"Census Tract 79.02, Dallas County, Texas",2646,56071,94.5,57775,2.3,36146,1.1,14474,15.2,23534,81.4,63558
1400000US48113007903,"Census Tract 79.03, Dallas County, Texas",861,80512,91.6,80298,1.2,-,2.6,21719,13.1,44345,83.2,85978
1400000US48113007906,"Census Tract 79.06, Dallas County, Texas",1105,111250,95.6,124821,1.3,-,0,-,2.4,108375,94,130114
1400000US48113007909,"Census Tract 79.09, Dallas County, Texas",1548,48617,77.9,48200,6.7,43750,9.9,50588,15.2,58413,67.1,48333
1400000US48113007910,"Census Tract 79.10, Dallas County, Texas",2096,49282,68.4,43582,9.6,54000,15.3,60072,13.9,35288,58.8,47580
1400000US48113007911,"Census Tract 79.11, Dallas County, Texas",1941,42662,72.3,42810,11.3,32279,6.5,46198,13.2,35833,65.4,43507
1400000US48113007912,"Census Tract 79.12, Dallas County, Texas",1119,51701,89.5,51563,2.2,53988,3.9,-,10,75603,83.8,50069
1400000US48113007913,"Census Tract 79.13, Dallas County, Texas",1063,42896,74.1,42561,9.3,26546,1.8,"2,500-",27.7,46667,58.6,41985
1400000US48113007914,"Census Tract 79.14, Dallas County, Texas",1359,44479,81.4,45577,8,20809,3,125450,12.1,48971,72.3,43646
1400000US48113008000,"Census Tract 80, Dallas County, Texas",2535,121573,97.4,121411,0.4,-,1.4,128056,3,45833,94.4,123618
1400000US48113008100,"Census Tract 81, Dallas County, Texas",2756,66586,91.1,66989,4.2,29773,2.4,80625,13.8,49680,80,70238
1400000US48113008200,"Census Tract 82, Dallas County, Texas",1745,55750,83.3,57288,11.7,17313,1.6,64833,12.8,29464,72.1,72885
1400000US48113008400,"Census Tract 84, Dallas County, Texas",2723,35734,66,33169,6.1,60395,0.3,-,72.4,35093,21.9,35625
1400000US48113008500,"Census Tract 85, Dallas County, Texas",1251,31820,55.3,25694,14.2,15417,0,-,62.8,32819,23.7,31250
1400000US48113008603,"Census Tract 86.03, Dallas County, Texas",408,30968,18.9,40625,65,22214,0,-,41.2,31331,0,-
1400000US48113008604,"Census Tract 86.04, Dallas County, Texas",1082,13672,12.7,5288,82.7,14414,0,-,7.3,62083,7.9,"2,500-"
1400000US48113008701,"Census Tract 87.01, Dallas County, Texas",1595,20122,4.5,39545,92.4,16820,0,-,5,39233,1.8,168409
1400000US48113008703,"Census Tract 87.03, Dallas County, Texas",891,24856,17.2,16632,71.7,25750,0,-,24,25060,2.9,-
1400000US48113008704,"Census Tract 87.04, Dallas County, Texas",1325,20945,3.2,29076,93.9,20446,0,-,3.7,26563,2.4,29239
1400000US48113008705,"Census Tract 87.05, Dallas County, Texas",430,35741,8.8,43561,79.5,26685,0,-,20.5,39938,0,-
1400000US48113008801,"Census Tract 88.01, Dallas County, Texas",920,27115,6.1,38750,90,25529,0,-,9.6,42841,0.4,-
1400000US48113008802,"Census Tract 88.02, Dallas County, Texas",1894,18384,7.7,36250,89.9,17089,0,-,9.1,24926,0,-
1400000US48113008900,"Census Tract 89, Dallas County, Texas",1015,23438,15.8,29185,77,17363,0,-,21.5,29783,0.9,-
1400000US48113009000,"Census Tract 90, Dallas County, Texas",2323,33062,37.6,34936,39.9,27750,0,-,41.6,44438,18.3,28250
1400000US48113009101,"Census Tract 91.01, Dallas County, Texas",1545,35593,45.1,35689,29.6,28250,0,-,54.9,36466,14.2,31484
1400000US48113009103,"Census Tract 91.03, Dallas County, Texas",998,37500,48.1,41083,36.9,47647,2.8,-,52.8,40208,7.5,15893
1400000US48113009104,"Census Tract 91.04, Dallas County, Texas",915,31055,56,28430,22.3,46750,0,-,61.5,29125,16.2,27273
1400000US48113009105,"Census Tract 91.05, Dallas County, Texas",984,34074,54.6,32721,15.5,36589,0,-,59.3,30000,25.1,50216
1400000US48113009201,"Census Tract 92.01, Dallas County, Texas",1766,45452,59.6,44437,28,53333,0.5,-,48.1,46393,23.4,41700
1400000US48113009202,"Census Tract 92.02, Dallas County, Texas",1672,34345,65.7,34375,21.3,34961,0,-,53.6,34261,25.1,32353
1400000US48113009301,"Census Tract 93.01, Dallas County, Texas",1284,34906,65.2,33339,10.6,21250,0,-,73,37176,14,34828
1400000US48113009303,"Census Tract 93.03, Dallas County, Texas",1155,30417,59.6,30893,19.4,40250,0,-,73.9,30491,6.7,10759
1400000US48113009304,"Census Tract 93.04, Dallas County, Texas",1907,17873,19.8,34539,72.2,15067,0,-,24.2,34967,1.4,20179
1400000US48113009401,"Census Tract 94.01, Dallas County, Texas",1447,46875,66.7,55125,3.7,14784,0.8,-,43.4,38148,52,58244
1400000US48113009402,"Census Tract 94.02, Dallas County, Texas",1192,84167,89.9,95000,1.6,"250,000+",1.6,"250,000+",14.1,43261,82.7,96944
1400000US48113009500,"Census Tract 95, Dallas County, Texas",891,114449,90.9,113603,1.9,-,2.2,42083,6.1,125769,89.2,114154
1400000US48113009603,"Census Tract 96.03, Dallas County, Texas",1785,102321,86.4,103188,4.5,49653,6.7,116058,5,90114,82.6,115195
1400000US48113009604,"Census Tract 96.04, Dallas County, Texas",1935,52113,75.9,55871,11.4,56375,4.8,22188,15.2,22292,68.1,61178
1400000US48113009605,"Census Tract 96.05, Dallas County, Texas",1181,33053,79.8,32764,8.1,45481,4.4,13333,39,30779,48.5,40050
1400000US48113009607,"Census Tract 96.07, Dallas County, Texas",1383,72083,79.6,72841,4,71129,1.3,55000,21.4,59837,72.8,81875
1400000US48113009608,"Census Tract 96.08, Dallas County, Texas",1771,65539,70,67722,8.9,107813,2.4,93214,27.6,42556,60.9,68944
1400000US48113009609,"Census Tract 96.09, Dallas County, Texas",1129,107740,97.7,108510,1.2,-,0,-,1.8,-,95.9,109471
1400000US48113009610,"Census Tract 96.10, Dallas County, Texas",1323,24879,27.7,24314,3.7,11188,0,-,91.9,25875,2.9,17784
1400000US48113009611,"Census Tract 96.11, Dallas County, Texas",1211,46537,65.6,46333,1.7,45938,2.5,19375,47.5,45110,45.3,47361
1400000US48113009701,"Census Tract 97.01, Dallas County, Texas",1472,40375,58.6,60156,3.3,82888,1.6,-,56.3,29163,38.7,65313
1400000US48113009702,"Census Tract 97.02, Dallas County, Texas",1270,85781,92.4,96042,1,-,1,-,9.4,117531,85.1,85054
1400000US48113009802,"Census Tract 98.02, Dallas County, Texas",1688,35625,42.4,34250,2.4,27273,0,-,85.5,35055,10.5,50761
1400000US48113009803,"Census Tract 98.03, Dallas County, Texas",745,53295,54.6,65781,9.9,30982,0,-,50.7,48269,39.3,69010
1400000US48113009804,"Census Tract 98.04, Dallas County, Texas",1933,23725,21.5,28583,2.3,22708,0,-,91.6,23658,5.1,32532
1400000US48113009900,"Census Tract 99, Dallas County, Texas",1066,33750,45,31548,3.7,32625,20.4,32813,42.3,36694,29.6,27402
1400000US48113010000,"Census Tract 100, Dallas County, Texas",752,30000,33.6,27852,45.5,33500,2.4,-,10.6,29750,28.1,28646
1400000US48113010101,"Census Tract 101.01, Dallas County, Texas",1297,23205,28,30133,56.5,14820,0,-,42.6,26088,0,-
1400000US48113010102,"Census Tract 101.02, Dallas County, Texas",881,28847,57.7,29914,4.5,46563,0,-,89.8,28580,2.6,-
1400000US48113010500,"Census Tract 105, Dallas County, Texas",724,32500,37.7,42784,47.2,21797,0,-,55.2,40820,0,-
1400000US48113010601,"Census Tract 106.01, Dallas County, Texas",1476,37453,56.5,36226,0,-,0,-,96.2,36840,2.8,42500
1400000US48113010602,"Census Tract 106.02, Dallas County, Texas",756,26128,46.7,49875,20.2,10703,3.8,14313,73.8,31667,2.1,-
1400000US48113010701,"Census Tract 107.01, Dallas County, Texas",1269,33125,68.1,32813,7.6,36076,0.7,-,78.6,26516,11,61250
1400000US48113010703,"Census Tract 107.03, Dallas County, Texas",745,30477,47.4,30363,17.3,18674,0,-,64.7,31316,18,39500
1400000US48113010704,"Census Tract 107.04, Dallas County, Texas",1542,36000,50.8,45036,24.8,21615,1.6,49904,62.8,37730,10.1,58448
1400000US48113010801,"Census Tract 108.01, Dallas County, Texas",2656,33884,59,40547,24.3,27005,0,-,57.6,42648,16.4,30227
1400000US48113010803,"Census Tract 108.03, Dallas County, Texas",2279,59472,36.4,63767,48.4,49569,1.9,68382,28.2,61350,21.8,63125
1400000US48113010804,"Census Tract 108.04, Dallas County, Texas",1426,26578,28.7,34630,49,14629,0,-,47.2,32298,8.9,52417
1400000US48113010805,"Census Tract 108.05, Dallas County, Texas",1560,36752,36,39643,32.8,29375,0,-,59.7,42639,5.4,22865
1400000US48113010902,"Census Tract 109.02, Dallas County, Texas",2451,29540,5.3,23388,91.2,30370,0.2,-,2.4,73232,3.7,21970
1400000US48113010903,"Census Tract 109.03, Dallas County, Texas",1185,25449,19.5,30966,65.6,24599,0,-,25.6,29583,10.1,27065
1400000US48113010904,"Census Tract 109.04, Dallas County, Texas",1534,26765,6,21371,90.3,28244,0,-,6.2,21250,1.9,-
1400000US48113011001,"Census Tract 110.01, Dallas County, Texas",2640,41015,7.9,39375,87.2,39635,0,-,4.4,56006,7.9,39375
1400000US48113011002,"Census Tract 110.02, Dallas County, Texas",1103,61375,17.6,52438,79.5,61625,0,-,9.4,50938,11.1,77500
1400000US48113011101,"Census Tract 111.01, Dallas County, Texas",1568,47845,7,49479,89.5,44648,0,-,1.5,-,5.5,51731
1400000US48113011103,"Census Tract 111.03, Dallas County, Texas",1143,36932,30.4,28469,52.2,46425,0,-,32.7,29362,15,26000
1400000US48113011104,"Census Tract 111.04, Dallas County, Texas",1239,34336,11.1,24487,79.7,34102,0,-,12.9,57616,7.1,24352
1400000US48113011105,"Census Tract 111.05, Dallas County, Texas",1241,31176,6.8,73472,90.4,30469,0,-,6,32981,3.5,117045
1400000US48113011200,"Census Tract 112, Dallas County, Texas",1988,36747,6.8,40625,87.6,36250,0,-,8.5,35966,3.9,44375
1400000US48113011300,"Census Tract 113, Dallas County, Texas",1730,40652,1.7,21250,96.2,40978,0,-,3.4,60083,0.9,-
1400000US48113011401,"Census Tract 114.01, Dallas County, Texas",1722,14922,5.8,39700,94.2,14336,0,-,3.2,46806,2.6,37750
1400000US48113011500,"Census Tract 115, Dallas County, Texas",839,16719,29.6,21548,66.2,14830,0,-,32.7,21667,1.2,-
1400000US48113011601,"Census Tract 116.01, Dallas County, Texas",1407,28201,39.1,29500,52.9,26500,0,-,32.8,31576,13.7,23438
1400000US48113011602,"Census Tract 116.02, Dallas County, Texas",1541,35515,65.5,30819,18,44483,0,-,57.6,33283,24.4,36102
1400000US48113011701,"Census Tract 117.01, Dallas County, Texas",1663,35313,62,36165,26.8,30451,0,-,62.4,36746,10.2,41118
1400000US48113011702,"Census Tract 117.02, Dallas County, Texas",1245,37906,76.2,38277,7.3,28424,1.4,19625,56.9,39719,34.5,35000
1400000US48113011800,"Census Tract 118, Dallas County, Texas",2523,31027,45,22425,37.8,30699,0,-,41,36552,19.5,18021
1400000US48113011900,"Census Tract 119, Dallas County, Texas",2319,41691,42.2,45425,41.8,33625,0.9,-,42.4,40368,13.7,47330
1400000US48113012000,"Census Tract 120, Dallas County, Texas",1965,31188,33.1,27174,55,30829,0,-,31.1,33833,13.3,24906
1400000US48113012100,"Census Tract 121, Dallas County, Texas",1754,34487,18.1,39286,56.7,32933,2.7,127778,33.9,35662,6,76193
1400000US48113012204,"Census Tract 122.04, Dallas County, Texas",2262,57308,65.3,72500,22.8,29906,1.7,-,17.6,64954,57.4,71655
1400000US48113012206,"Census Tract 122.06, Dallas County, Texas",1678,55486,44.8,61667,49.1,45611,0,-,15.7,74545,32.8,56336
1400000US48113012207,"Census Tract 122.07, Dallas County, Texas",2406,41077,26.4,38125,55.9,51111,1.2,19917,30.3,26972,11,42852
1400000US48113012208,"Census Tract 122.08, Dallas County, Texas",718,17417,36.6,16506,42.3,15875,0,-,50,19063,7.7,18281
1400000US48113012209,"Census Tract 122.09, Dallas County, Texas",1140,54306,81.2,65870,8.6,25833,1.5,195375,26.3,23250,63.6,73750
